time,distance,latitude,longitude,altitude,velocity_smooth,heartrate,moving,grade_smooth,activity_id,activity_name
23,58.2,46.506903,6.626998,366.8,6.34,129,True,12.5,14588709889,Morning Ride
24,63.2,46.506916,6.627061,367.6,6.1,130,True,10.6,14588709889,Morning Ride
25,70.0,46.506938,6.627144,368.2,6.2,131,True,9.8,14588709889,Morning Ride
26,78.7,46.506953,6.627255,368.8,6.54,132,True,8.8,14588709889,Morning Ride
27,86.7,46.506963,6.627358,369.6,6.9,132,True,10.6,14588709889,Morning Ride
28,95.0,46.506966,6.627467,370.4,7.36,133,True,13.6,14588709889,Morning Ride
29,102.0,46.506972,6.627557,371.6,7.76,134,True,14.9,14588709889,Morning Ride
30,108.2,46.506987,6.627635,372.8,7.64,135,True,15.5,14588709889,Morning Ride
31,117.5,46.507008,6.627749,374.2,7.76,135,True,13.4,14588709889,Morning Ride
32,125.9,46.506988,6.627855,375.2,7.84,135,True,10.1,14588709889,Morning Ride
33,134.8,46.506968,6.627967,376.0,7.96,135,True,6.4,14588709889,Morning Ride
34,143.7,46.506962,6.628082,376.4,8.34,135,True,2.9,14588709889,Morning Ride
35,152.1,46.506962,6.628193,376.4,8.78,135,True,0.0,14588709889,Morning Ride
36,160.2,46.506962,6.628298,376.2,8.54,136,True,-1.9,14588709889,Morning Ride
37,167.4,46.506961,6.628391,376.0,8.3,136,True,-1.8,14588709889,Morning Ride
38,175.7,46.506957,6.6285,375.8,8.18,136,True,-1.9,14588709889,Morning Ride
39,184.9,46.50695,6.628618,375.8,8.24,136,True,-1.8,14588709889,Morning Ride
40,191.6,46.506945,6.628707,375.6,7.9,135,True,-1.2,14588709889,Morning Ride
41,200.0,46.506938,6.628814,375.4,7.96,134,True,-1.9,14588709889,Morning Ride
42,208.1,46.50693,6.62892,375.4,8.14,133,True,-1.8,14588709889,Morning Ride
43,216.7,46.506923,6.629031,375.2,8.2,133,True,-1.2,14588709889,Morning Ride
44,224.9,46.506919,6.629138,375.0,8.0,133,True,-1.2,14588709889,Morning Ride
45,233.1,46.506915,6.629245,375.0,8.3,132,True,-0.6,14588709889,Morning Ride
46,242.2,46.506908,6.629363,375.0,8.44,132,True,0.0,14588709889,Morning Ride
47,249.1,46.506903,6.629452,375.0,8.2,131,True,0.0,14588709889,Morning Ride
48,258.4,46.506896,6.629573,375.0,8.34,131,True,0.0,14588709889,Morning Ride
49,266.3,46.506892,6.629676,375.0,8.28,131,True,0.0,14588709889,Morning Ride
50,274.2,46.506886,6.629779,375.0,8.22,131,True,0.0,14588709889,Morning Ride
51,282.3,46.506886,6.629884,375.0,8.02,131,True,0.0,14588709889,Morning Ride
52,290.4,46.50689,6.629989,375.0,8.26,131,True,0.0,14588709889,Morning Ride
53,298.5,46.506896,6.630094,375.0,8.02,131,True,-0.6,14588709889,Morning Ride
54,306.8,46.506913,6.630201,375.0,8.1,131,True,-0.6,14588709889,Morning Ride
55,315.0,46.506936,6.630302,374.8,8.16,131,True,-1.3,14588709889,Morning Ride
56,323.0,46.506962,6.6304,374.8,8.14,130,True,-1.9,14588709889,Morning Ride
57,329.9,46.506986,6.630482,374.6,7.9,130,True,-1.2,14588709889,Morning Ride
58,338.6,46.507018,6.630584,374.4,8.02,130,True,-1.2,14588709889,Morning Ride
59,348.2,46.507055,6.630699,374.4,8.28,131,True,-1.2,14588709889,Morning Ride
60,355.4,46.507081,6.630784,374.4,8.08,132,True,-1.1,14588709889,Morning Ride
61,364.2,46.50711,6.63089,374.2,8.24,133,True,-1.2,14588709889,Morning Ride
62,374.2,46.507146,6.63101,374.0,8.86,133,True,-1.6,14588709889,Morning Ride
63,382.9,46.507173,6.631117,374.0,8.86,134,True,-1.7,14588709889,Morning Ride
64,391.8,46.507199,6.631226,373.8,8.72,134,True,-1.8,14588709889,Morning Ride
65,400.2,46.507225,6.631328,373.6,8.96,135,True,-2.3,14588709889,Morning Ride
66,407.7,46.507246,6.631421,373.4,8.7,135,True,-2.3,14588709889,Morning Ride
67,417.9,46.507274,6.631547,373.2,8.74,135,True,-2.2,14588709889,Morning Ride
68,426.0,46.507294,6.63165,373.0,8.62,135,True,-1.6,14588709889,Morning Ride
69,436.8,46.507316,6.631787,372.8,9.0,136,True,-1.1,14588709889,Morning Ride
70,446.4,46.507334,6.631909,372.8,9.24,136,True,-0.5,14588709889,Morning Ride
71,455.9,46.507346,6.632032,372.8,9.64,136,True,0.0,14588709889,Morning Ride
72,465.4,46.507361,6.632153,372.8,9.5,137,True,0.6,14588709889,Morning Ride
73,474.4,46.507371,6.63227,372.8,9.68,139,True,1.1,14588709889,Morning Ride
74,482.2,46.507374,6.632371,373.0,9.08,139,True,1.7,14588709889,Morning Ride
75,491.5,46.507377,6.632492,373.2,9.02,140,True,2.2,14588709889,Morning Ride
76,500.9,46.507372,6.632615,373.4,9.0,140,True,2.1,14588709889,Morning Ride
77,511.4,46.507363,6.632751,373.6,9.2,141,True,2.1,14588709889,Morning Ride
78,520.7,46.507348,6.63287,373.8,9.26,142,True,1.6,14588709889,Morning Ride
79,529.9,46.507333,6.632987,374.0,9.54,142,True,1.6,14588709889,Morning Ride
80,538.3,46.507316,6.633095,374.0,9.36,143,True,1.6,14588709889,Morning Ride
81,549.8,46.507293,6.633239,374.2,9.78,143,True,1.1,14588709889,Morning Ride
82,559.2,46.507267,6.633356,374.4,9.56,144,True,1.5,14588709889,Morning Ride
83,567.2,46.507242,6.633455,374.4,9.3,144,True,1.0,14588709889,Morning Ride
84,577.2,46.507211,6.633578,374.6,9.46,144,True,0.5,14588709889,Morning Ride
85,588.5,46.507177,6.633716,374.6,10.04,144,True,1.0,14588709889,Morning Ride
86,597.9,46.507144,6.63383,374.6,9.62,145,True,0.5,14588709889,Morning Ride
87,606.6,46.507115,6.633934,374.8,9.48,145,True,1.0,14588709889,Morning Ride
88,617.9,46.507078,6.634072,374.8,10.14,144,True,1.0,14588709889,Morning Ride
89,627.8,46.507047,6.634192,375.0,10.12,144,True,0.5,14588709889,Morning Ride
90,637.7,46.507013,6.634312,375.0,9.84,144,True,1.0,14588709889,Morning Ride
91,647.4,46.506982,6.634429,375.0,9.9,144,True,0.5,14588709889,Morning Ride
92,657.3,46.506948,6.634549,375.2,10.14,143,True,0.5,14588709889,Morning Ride
93,667.3,46.506914,6.634671,375.2,9.88,143,True,1.0,14588709889,Morning Ride
94,677.3,46.506884,6.634792,375.2,9.9,144,True,0.5,14588709889,Morning Ride
95,687.1,46.506853,6.634912,375.4,9.88,144,True,0.5,14588709889,Morning Ride
96,696.9,46.506823,6.635032,375.4,9.9,144,True,0.5,14588709889,Morning Ride
97,706.8,46.506793,6.635154,375.4,9.9,144,True,0.0,14588709889,Morning Ride
98,716.7,46.506765,6.635275,375.4,9.88,145,True,0.0,14588709889,Morning Ride
99,726.8,46.506731,6.635399,375.4,9.9,146,True,0.5,14588709889,Morning Ride
100,737.0,46.5067,6.635523,375.4,9.98,146,True,0.5,14588709889,Morning Ride
101,747.5,46.506666,6.63565,375.6,10.12,147,True,1.0,14588709889,Morning Ride
102,758.2,46.506631,6.63578,375.6,10.28,147,True,1.4,14588709889,Morning Ride
103,768.8,46.506598,6.63591,375.8,10.42,147,True,0.9,14588709889,Morning Ride
104,779.4,46.506566,6.636039,376.0,10.52,147,True,0.9,14588709889,Morning Ride
105,790.0,46.506532,6.636168,376.0,10.6,148,True,0.0,14588709889,Morning Ride
106,800.6,46.506495,6.636297,376.0,10.62,148,True,-0.9,14588709889,Morning Ride
107,811.2,46.506464,6.636427,375.8,10.6,149,True,-0.9,14588709889,Morning Ride
108,821.7,46.506433,6.636555,375.6,10.58,150,True,-1.4,14588709889,Morning Ride
109,832.3,46.506398,6.636685,375.6,10.58,151,True,-1.4,14588709889,Morning Ride
110,843.0,46.506362,6.636815,375.4,10.6,152,True,-1.8,14588709889,Morning Ride
111,852.6,46.506331,6.63693,375.2,10.4,152,True,-2.3,14588709889,Morning Ride
112,865.2,46.506288,6.637083,374.8,10.8,153,True,-2.3,14588709889,Morning Ride
113,876.3,46.506254,6.637219,374.6,10.92,154,True,-2.2,14588709889,Morning Ride
114,887.4,46.506223,6.637357,374.4,11.02,154,True,-1.4,14588709889,Morning Ride
115,898.4,46.506189,6.637491,374.2,11.08,155,True,-0.9,14588709889,Morning Ride
116,909.5,46.506155,6.637627,374.2,11.38,156,True,-0.5,14588709889,Morning Ride
117,920.5,46.506123,6.637761,374.2,11.06,156,True,0.0,14588709889,Morning Ride
118,931.6,46.506086,6.637897,374.2,11.06,157,True,0.0,14588709889,Morning Ride
119,942.4,46.506053,6.638028,374.2,11.0,157,True,0.5,14588709889,Morning Ride
120,951.9,46.506024,6.638145,374.2,10.7,157,True,0.5,14588709889,Morning Ride
121,964.8,46.505983,6.638301,374.4,11.06,158,True,0.9,14588709889,Morning Ride
122,975.6,46.505948,6.638433,374.4,11.02,158,True,0.9,14588709889,Morning Ride
123,986.8,46.50591,6.638567,374.6,11.04,158,True,1.0,14588709889,Morning Ride
124,997.5,46.505873,6.638699,374.6,11.02,159,True,1.0,14588709889,Morning Ride
125,1006.8,46.505845,6.638813,374.8,10.98,159,True,0.5,14588709889,Morning Ride
126,1017.6,46.505811,6.638943,374.8,10.56,159,True,1.0,14588709889,Morning Ride
127,1028.3,46.505777,6.639075,374.8,10.54,159,True,0.5,14588709889,Morning Ride
128,1039.2,46.505743,6.639207,375.0,10.48,159,True,0.0,14588709889,Morning Ride
129,1049.9,46.505708,6.639338,375.0,10.48,159,True,0.0,14588709889,Morning Ride
130,1060.6,46.505675,6.639469,374.8,10.76,160,True,-0.5,14588709889,Morning Ride
131,1071.4,46.505643,6.639602,374.8,10.76,160,True,-0.5,14588709889,Morning Ride
132,1082.0,46.505609,6.63973,374.8,10.74,160,True,0.0,14588709889,Morning Ride
133,1092.8,46.505575,6.639861,374.8,10.72,160,True,0.0,14588709889,Morning Ride
134,1103.4,46.50554,6.639989,374.8,10.7,160,True,0.0,14588709889,Morning Ride
135,1113.8,46.505506,6.640117,374.8,10.64,161,True,0.0,14588709889,Morning Ride
136,1123.8,46.505475,6.640239,374.8,10.48,161,True,-0.5,14588709889,Morning Ride
137,1133.6,46.505442,6.640357,374.8,10.32,161,True,-1.0,14588709889,Morning Ride
138,1143.6,46.50541,6.640479,374.6,10.16,161,True,-1.5,14588709889,Morning Ride
139,1154.4,46.505374,6.64061,374.4,10.2,161,True,-1.5,14588709889,Morning Ride
140,1162.7,46.505346,6.640709,374.2,9.78,161,True,-1.5,14588709889,Morning Ride
141,1172.8,46.505312,6.640832,374.2,9.8,161,True,-1.0,14588709889,Morning Ride
142,1184.0,46.505284,6.640972,374.0,10.08,161,True,-1.0,14588709889,Morning Ride
143,1193.1,46.505266,6.641087,374.0,9.9,161,True,-1.6,14588709889,Morning Ride
144,1200.9,46.505256,6.641188,373.8,9.3,161,True,-1.1,14588709889,Morning Ride
145,1210.3,46.505256,6.64131,373.6,9.52,161,True,-1.1,14588709889,Morning Ride
146,1219.4,46.505272,6.641426,373.6,9.32,161,True,0.0,14588709889,Morning Ride
147,1228.5,46.505297,6.641538,373.6,8.9,161,True,0.0,14588709889,Morning Ride
148,1237.8,46.505335,6.641647,373.8,8.94,162,True,-0.5,14588709889,Morning Ride
149,1248.3,46.505384,6.641763,373.6,9.48,162,True,-0.5,14588709889,Morning Ride
150,1257.1,46.505434,6.641854,373.4,9.36,163,True,-1.1,14588709889,Morning Ride
151,1266.0,46.50549,6.641935,373.4,9.32,163,True,-0.6,14588709889,Morning Ride
152,1275.0,46.505553,6.642008,373.4,9.3,163,True,0.6,14588709889,Morning Ride
153,1282.7,46.505612,6.64206,373.4,8.98,164,True,0.6,14588709889,Morning Ride
154,1292.4,46.505691,6.642111,373.6,8.82,164,True,1.2,14588709889,Morning Ride
155,1300.0,46.505756,6.642143,373.6,8.58,165,True,1.7,14588709889,Morning Ride
156,1309.6,46.505838,6.642184,373.8,8.72,165,True,1.8,14588709889,Morning Ride
157,1317.7,46.505909,6.642217,374.0,8.54,166,True,2.3,14588709889,Morning Ride
158,1325.2,46.505973,6.642248,374.2,8.5,166,True,3.0,14588709889,Morning Ride
159,1334.7,46.506051,6.642288,374.4,8.46,166,True,3.6,14588709889,Morning Ride
160,1342.7,46.50612,6.642323,374.8,8.54,166,True,4.7,14588709889,Morning Ride
161,1350.9,46.506189,6.64236,375.2,8.26,166,True,6.2,14588709889,Morning Ride
162,1359.3,46.506261,6.642397,375.8,8.32,166,True,6.9,14588709889,Morning Ride
163,1367.2,46.506325,6.642434,376.4,8.4,166,True,7.9,14588709889,Morning Ride
164,1374.8,46.506388,6.642475,377.0,8.02,166,True,8.8,14588709889,Morning Ride
165,1381.4,46.506441,6.642517,377.6,7.74,167,True,9.1,14588709889,Morning Ride
166,1388.7,46.506494,6.642573,378.4,7.56,167,True,9.9,14588709889,Morning Ride
167,1395.9,46.50654,6.64264,379.0,7.32,167,True,9.0,14588709889,Morning Ride
168,1403.1,46.506568,6.642722,379.8,7.18,167,True,8.1,14588709889,Morning Ride
169,1410.4,46.50658,6.642815,380.2,7.12,167,True,6.5,14588709889,Morning Ride
170,1418.3,46.50658,6.642917,380.8,7.38,168,True,5.5,14588709889,Morning Ride
171,1426.6,46.506576,6.643025,381.0,7.58,168,True,5.0,14588709889,Morning Ride
172,1435.9,46.506573,6.643147,381.6,8.0,169,True,3.5,14588709889,Morning Ride
173,1446.3,46.506577,6.643282,382.0,8.64,169,True,3.8,14588709889,Morning Ride
174,1458.1,46.506577,6.643435,382.2,9.54,169,True,2.8,14588709889,Morning Ride
175,1468.3,46.506577,6.643568,382.6,10.0,170,True,2.4,14588709889,Morning Ride
176,1478.1,46.506576,6.643695,382.8,10.3,171,True,1.9,14588709889,Morning Ride
177,1487.3,46.506572,6.643816,383.0,10.28,172,True,1.4,14588709889,Morning Ride
178,1499.6,46.506568,6.643976,383.0,10.66,172,True,1.0,14588709889,Morning Ride
179,1509.9,46.506565,6.644111,383.2,10.36,173,True,0.9,14588709889,Morning Ride
180,1518.9,46.506565,6.644227,383.2,10.12,173,True,1.0,14588709889,Morning Ride
181,1529.7,46.506565,6.644368,383.4,10.32,173,True,0.5,14588709889,Morning Ride
182,1540.5,46.506564,6.644509,383.4,10.64,174,True,0.4,14588709889,Morning Ride
183,1551.7,46.506561,6.644654,383.4,10.42,174,True,0.0,14588709889,Morning Ride
184,1563.8,46.506561,6.644812,383.4,10.78,174,True,0.0,14588709889,Morning Ride
185,1572.8,46.506561,6.644929,383.4,10.78,174,True,0.0,14588709889,Morning Ride
186,1584.0,46.506557,6.645076,383.4,10.86,174,True,-0.5,14588709889,Morning Ride
187,1596.4,46.506553,6.645237,383.4,11.18,173,True,-0.5,14588709889,Morning Ride
188,1606.6,46.506548,6.645369,383.2,10.98,173,True,-0.5,14588709889,Morning Ride
189,1615.4,46.506541,6.645484,383.2,10.32,173,True,-0.5,14588709889,Morning Ride
190,1625.8,46.506533,6.645619,383.2,10.6,173,True,0.5,14588709889,Morning Ride
191,1636.2,46.506525,6.645753,383.2,10.44,173,True,0.5,14588709889,Morning Ride
192,1646.7,46.506519,6.64589,383.4,10.06,173,True,0.5,14588709889,Morning Ride
193,1658.3,46.506515,6.646041,383.4,10.34,172,True,0.5,14588709889,Morning Ride
194,1667.9,46.506512,6.646166,383.4,10.5,172,True,0.0,14588709889,Morning Ride
195,1676.5,46.506511,6.646278,383.4,10.14,171,True,0.0,14588709889,Morning Ride
196,1688.0,46.506508,6.646428,383.4,10.36,170,True,-0.5,14588709889,Morning Ride
197,1697.6,46.506507,6.646553,383.4,10.18,170,True,-0.5,14588709889,Morning Ride
198,1706.3,46.506503,6.646666,383.2,9.6,170,True,-1.1,14588709889,Morning Ride
199,1717.5,46.5065,6.646812,383.2,9.92,170,True,-1.0,14588709889,Morning Ride
200,1726.0,46.506496,6.646922,383.0,9.9,170,True,-0.5,14588709889,Morning Ride
201,1736.5,46.506496,6.647059,383.0,9.7,169,True,-1.0,14588709889,Morning Ride
202,1748.3,46.506496,6.647213,383.0,10.14,169,True,-1.0,14588709889,Morning Ride
203,1758.0,46.506492,6.64734,382.8,10.34,169,True,-0.9,14588709889,Morning Ride
204,1767.0,46.506488,6.647456,382.6,9.9,168,True,-1.5,14588709889,Morning Ride
205,1778.8,46.506485,6.64761,382.6,10.56,168,True,-1.0,14588709889,Morning Ride
206,1787.5,46.506485,6.647723,382.4,10.2,167,True,-1.0,14588709889,Morning Ride
207,1797.8,46.506485,6.647858,382.4,9.9,167,True,-1.5,14588709889,Morning Ride
208,1807.8,46.506485,6.647988,382.2,9.96,167,True,-1.0,14588709889,Morning Ride
209,1817.8,46.506484,6.648118,382.0,10.16,167,True,-1.5,14588709889,Morning Ride
210,1827.8,46.506477,6.648248,382.0,9.8,166,True,-1.0,14588709889,Morning Ride
211,1837.7,46.506474,6.648377,381.8,10.04,166,True,-0.5,14588709889,Morning Ride
212,1847.8,46.506474,6.648508,381.8,10.0,166,True,-0.5,14588709889,Morning Ride
213,1857.8,46.506473,6.648639,381.8,10.0,166,True,-0.5,14588709889,Morning Ride
214,1868.1,46.506469,6.648774,381.8,10.06,166,True,-0.5,14588709889,Morning Ride
215,1878.9,46.506466,6.648914,381.6,10.22,166,True,-0.5,14588709889,Morning Ride
216,1890.9,46.506466,6.64907,381.6,10.64,167,True,-0.5,14588709889,Morning Ride
217,1900.8,46.506467,6.649199,381.6,10.6,167,True,0.0,14588709889,Morning Ride
218,1910.0,46.50647,6.649319,381.6,10.44,166,True,0.0,14588709889,Morning Ride
219,1922.2,46.50647,6.649478,381.6,10.82,166,True,0.0,14588709889,Morning Ride
220,1932.4,46.50647,6.649611,381.6,10.7,166,True,0.0,14588709889,Morning Ride
221,1941.2,46.506469,6.649725,381.6,10.06,166,True,-0.5,14588709889,Morning Ride
222,1951.7,46.506465,6.649863,381.6,10.18,166,True,-0.5,14588709889,Morning Ride
223,1962.3,46.506461,6.649999,381.4,10.46,166,True,-0.5,14588709889,Morning Ride
224,1972.6,46.506458,6.650135,381.4,10.08,167,True,-0.5,14588709889,Morning Ride
225,1983.5,46.506458,6.650277,381.4,10.22,167,True,0.0,14588709889,Morning Ride
226,1995.3,46.506458,6.65043,381.4,10.82,167,True,0.0,14588709889,Morning Ride
227,2004.1,46.506457,6.650545,381.4,10.48,167,True,-0.5,14588709889,Morning Ride
228,2016.0,46.50645,6.6507,381.4,10.74,167,True,-0.5,14588709889,Morning Ride
229,2025.6,46.506446,6.650825,381.2,10.6,167,True,-0.5,14588709889,Morning Ride
230,2034.0,46.506442,6.650934,381.2,10.1,167,True,-0.5,14588709889,Morning Ride
231,2044.2,46.506438,6.651066,381.2,9.78,167,True,0.5,14588709889,Morning Ride
232,2054.2,46.506435,6.651197,381.2,10.02,166,True,0.5,14588709889,Morning Ride
233,2064.6,46.506435,6.651332,381.4,9.72,166,True,1.0,14588709889,Morning Ride
234,2075.8,46.506432,6.651478,381.4,10.04,166,True,1.0,14588709889,Morning Ride
235,2085.0,46.506432,6.651598,381.6,10.2,165,True,1.1,14588709889,Morning Ride
236,2093.0,46.506431,6.651702,381.6,9.76,165,True,1.7,14588709889,Morning Ride
237,2102.4,46.506428,6.651824,381.8,9.64,165,True,1.6,14588709889,Morning Ride
238,2112.0,46.506427,6.651949,382.0,9.48,164,True,1.6,14588709889,Morning Ride
239,2122.4,46.506424,6.652085,382.2,9.32,164,True,1.6,14588709889,Morning Ride
240,2130.2,46.506424,6.652186,382.2,9.04,164,True,1.6,14588709889,Morning Ride
241,2139.4,46.506423,6.652306,382.4,9.28,163,True,1.6,14588709889,Morning Ride
242,2148.8,46.50642,6.652428,382.6,9.28,164,True,2.2,14588709889,Morning Ride
243,2158.9,46.50642,6.652561,382.8,9.38,164,True,2.1,14588709889,Morning Ride
244,2166.8,46.50642,6.652663,383.0,8.88,164,True,1.7,14588709889,Morning Ride
245,2177.0,46.50642,6.652796,383.2,9.36,164,True,1.7,14588709889,Morning Ride
246,2184.5,46.506419,6.652895,383.2,9.02,165,True,1.6,14588709889,Morning Ride
247,2194.1,46.506416,6.653019,383.4,9.06,165,True,1.7,14588709889,Morning Ride
248,2204.6,46.506416,6.653155,383.6,9.14,165,True,2.1,14588709889,Morning Ride
249,2212.5,46.506412,6.653258,383.8,9.14,165,True,2.1,14588709889,Morning Ride
250,2222.3,46.506409,6.653387,384.0,9.06,165,True,2.2,14588709889,Morning Ride
251,2233.0,46.506409,6.653525,384.2,9.7,165,True,2.1,14588709889,Morning Ride
252,2240.9,46.506414,6.653629,384.4,9.36,165,True,1.6,14588709889,Morning Ride
253,2250.6,46.506421,6.653755,384.6,9.2,165,True,1.6,14588709889,Morning Ride
254,2260.3,46.506425,6.653881,384.6,9.56,165,True,1.0,14588709889,Morning Ride
255,2270.4,46.506434,6.654012,384.8,9.62,165,True,1.0,14588709889,Morning Ride
256,2281.8,46.506448,6.654159,384.8,9.76,165,True,1.0,14588709889,Morning Ride
257,2291.0,46.506455,6.654279,385.0,10.02,166,True,0.5,14588709889,Morning Ride
258,2299.3,46.506461,6.654386,385.0,9.74,166,True,1.1,14588709889,Morning Ride
259,2309.0,46.506472,6.654511,385.0,9.74,166,True,0.5,14588709889,Morning Ride
260,2318.4,46.506482,6.654634,385.2,9.6,166,True,0.5,14588709889,Morning Ride
261,2329.1,46.506492,6.654772,385.2,9.46,166,True,0.5,14588709889,Morning Ride
262,2340.7,46.506506,6.654921,385.2,9.94,166,True,0.0,14588709889,Morning Ride
263,2350.3,46.506514,6.655046,385.2,10.2,166,True,-0.5,14588709889,Morning Ride
264,2359.2,46.506525,6.655162,385.2,10.04,166,True,-0.5,14588709889,Morning Ride
265,2370.5,46.506536,6.655307,385.0,10.42,166,True,-1.0,14588709889,Morning Ride
266,2379.1,46.506544,6.655419,385.0,10.0,167,True,-1.0,14588709889,Morning Ride
267,2389.4,46.506552,6.655553,384.8,9.74,167,True,-1.0,14588709889,Morning Ride
268,2400.0,46.506564,6.65569,384.8,9.94,167,True,-1.4,14588709889,Morning Ride
269,2410.6,46.506575,6.655826,384.6,10.28,167,True,-1.3,14588709889,Morning Ride
270,2421.7,46.506588,6.65597,384.4,10.24,168,True,-1.8,14588709889,Morning Ride
271,2434.3,46.506606,6.656133,384.2,11.04,168,True,-1.4,14588709889,Morning Ride
272,2444.8,46.506616,6.656268,384.0,11.08,168,True,-1.4,14588709889,Morning Ride
273,2453.9,46.506625,6.656386,384.0,10.78,168,True,-1.0,14588709889,Morning Ride
274,2464.9,46.506636,6.656529,383.8,10.86,168,True,-1.4,14588709889,Morning Ride
275,2475.9,46.506647,6.656671,383.8,10.84,168,True,-1.8,14588709889,Morning Ride
276,2486.9,46.50666,6.656814,383.4,10.52,168,True,-2.3,14588709889,Morning Ride
277,2497.7,46.506673,6.656953,383.2,10.58,168,True,-3.1,14588709889,Morning Ride
278,2509.1,46.506682,6.657101,382.8,11.04,168,True,-2.7,14588709889,Morning Ride
279,2521.5,46.506692,6.657262,382.4,11.32,168,True,-2.7,14588709889,Morning Ride
280,2530.9,46.506702,6.657383,382.2,11.0,168,True,-1.8,14588709889,Morning Ride
281,2542.3,46.506717,6.657529,382.0,11.08,169,True,-1.4,14588709889,Morning Ride
282,2553.4,46.506732,6.657673,382.0,11.14,169,True,-1.3,14588709889,Morning Ride
283,2564.4,46.506747,6.657815,381.8,11.06,169,True,-1.3,14588709889,Morning Ride
284,2575.9,46.506757,6.657963,381.6,10.88,169,True,-1.4,14588709889,Morning Ride
285,2588.4,46.506764,6.658127,381.4,11.5,169,True,-1.4,14588709889,Morning Ride
286,2597.5,46.506768,6.658245,381.4,11.04,169,True,-0.9,14588709889,Morning Ride
287,2608.1,46.506772,6.658382,381.2,10.94,169,True,-0.5,14588709889,Morning Ride
288,2618.4,46.506777,6.658516,381.2,10.8,168,True,-0.5,14588709889,Morning Ride
289,2628.9,46.506789,6.658653,381.2,10.6,168,True,0.0,14588709889,Morning Ride
290,2639.5,46.5068,6.658789,381.2,10.22,168,True,0.5,14588709889,Morning Ride
291,2649.9,46.50681,6.658924,381.2,10.48,168,True,0.5,14588709889,Morning Ride
292,2660.8,46.506813,6.659066,381.4,10.54,167,True,0.9,14588709889,Morning Ride
293,2671.3,46.506814,6.659203,381.4,10.58,166,True,0.9,14588709889,Morning Ride
294,2681.8,46.506816,6.659339,381.6,10.58,165,True,1.0,14588709889,Morning Ride
295,2692.3,46.506812,6.659476,381.6,10.56,165,True,1.0,14588709889,Morning Ride
296,2702.7,46.506804,6.659611,381.8,10.56,164,True,0.5,14588709889,Morning Ride
297,2713.0,46.506795,6.659744,381.8,10.44,164,True,1.0,14588709889,Morning Ride
298,2723.4,46.50678,6.659878,381.8,10.42,164,True,0.5,14588709889,Morning Ride
299,2733.7,46.506764,6.660011,382.0,10.38,165,True,0.5,14588709889,Morning Ride
300,2744.0,46.506746,6.660142,382.0,10.34,165,True,1.0,14588709889,Morning Ride
301,2754.4,46.506733,6.660276,382.0,10.34,165,True,0.5,14588709889,Morning Ride
302,2764.4,46.506714,6.660405,382.2,10.28,165,True,1.0,14588709889,Morning Ride
303,2774.4,46.506696,6.660531,382.2,10.2,165,True,1.0,14588709889,Morning Ride
304,2784.8,46.506681,6.660666,382.4,10.22,165,True,0.5,14588709889,Morning Ride
305,2796.1,46.50667,6.660811,382.4,10.42,165,True,0.5,14588709889,Morning Ride
306,2804.3,46.50666,6.660918,382.4,9.98,165,True,0.5,14588709889,Morning Ride
307,2814.2,46.506656,6.661046,382.4,9.96,166,True,0.5,14588709889,Morning Ride
