time,distance,latitude,longitude,altitude,velocity_smooth,heartrate,moving,grade_smooth,activity_id,activity_name
0,0.0,46.173306,6.141283,423.8,0.0,135,False,-23.4,14732787905,Morning Ride
1,1.1,46.173277,6.141308,423.8,1.14,135,True,-26.3,14732787905,Morning Ride
2,2.3,46.173248,6.141333,424.0,1.14,135,True,-21.1,14732787905,Morning Ride
3,3.4,46.17322,6.141357,423.0,1.14,136,True,-14.3,14732787905,Morning Ride
4,4.6,46.173191,6.141382,422.6,1.14,136,True,-15.4,14732787905,Morning Ride
5,5.7,46.173162,6.141407,422.6,1.14,136,True,-9.1,14732787905,Morning Ride
6,11.2,46.17312,6.141445,422.2,2.012,136,True,-7.0,14732787905,Morning Ride
7,16.6,46.173079,6.141482,421.8,2.864,136,True,-7.3,14732787905,Morning Ride
8,21.8,46.173047,6.141529,421.4,3.676,136,True,-6.3,14732787905,Morning Ride
9,27.6,46.173005,6.141576,421.0,4.608,136,True,-7.0,14732787905,Morning Ride
10,33.4,46.172959,6.141614,420.8,5.54,136,True,-5.7,14732787905,Morning Ride
11,39.6,46.17291,6.141649,420.2,5.68,135,True,-4.3,14732787905,Morning Ride
12,46.2,46.172858,6.141684,420.0,5.92,135,True,-3.6,14732787905,Morning Ride
13,51.1,46.172819,6.141719,420.0,5.86,135,True,-0.9,14732787905,Morning Ride
14,55.4,46.172783,6.141742,420.0,5.56,135,True,0.0,14732787905,Morning Ride
15,61.4,46.172736,6.141776,420.0,5.6,135,True,0.7,14732787905,Morning Ride
16,72.1,46.172655,6.141849,420.0,6.5,135,True,1.9,14732787905,Morning Ride
17,79.2,46.172601,6.141903,420.2,6.6,134,True,4.6,14732787905,Morning Ride
18,86.4,46.172544,6.141941,420.6,7.06,134,True,7.5,14732787905,Morning Ride
19,92.1,46.172494,6.141969,421.4,7.34,135,True,9.1,14732787905,Morning Ride
20,98.8,46.172441,6.142005,422.0,7.48,135,True,10.0,14732787905,Morning Ride
21,105.5,46.172385,6.142037,422.6,6.68,135,True,6.9,14732787905,Morning Ride
22,112.3,46.172328,6.142067,423.2,6.62,135,True,4.8,14732787905,Morning Ride
23,118.1,46.172282,6.142103,423.2,6.34,135,True,1.7,14732787905,Morning Ride
24,123.6,46.17224,6.142139,423.2,6.3,135,True,-2.6,14732787905,Morning Ride
25,129.1,46.172197,6.142175,423.0,6.06,134,True,-4.4,14732787905,Morning Ride
26,135.1,46.172147,6.142208,422.6,5.92,134,True,-6.8,14732787905,Morning Ride
27,140.7,46.172099,6.142232,422.2,5.68,133,True,-7.4,14732787905,Morning Ride
28,147.0,46.172048,6.142265,421.6,5.78,132,True,-7.5,14732787905,Morning Ride
29,153.3,46.171995,6.142296,421.2,5.94,132,True,-29.7,14732787905,Morning Ride
30,159.1,46.171945,6.142325,420.8,6.0,132,True,-33.1,14732787905,Morning Ride
49,162.3,46.171448,6.142667,415.8,0.447,131,False,-32.0,14732787905,Morning Ride
50,165.1,46.171424,6.142684,415.6,0.3,132,True,-29.9,14732787905,Morning Ride
51,170.8,46.171381,6.142715,415.6,0.557,134,True,-1.0,14732787905,Morning Ride
52,176.5,46.171331,6.142747,415.6,0.791,134,True,0.8,14732787905,Morning Ride
53,182.7,46.171283,6.142782,415.6,1.026,135,True,1.7,14732787905,Morning Ride
54,189.0,46.171232,6.14282,415.8,1.026,135,True,2.4,14732787905,Morning Ride
55,194.8,46.171186,6.142855,416.0,1.026,135,True,2.5,14732787905,Morning Ride
56,201.0,46.171136,6.142888,416.2,6.04,135,True,1.7,14732787905,Morning Ride
57,206.6,46.171091,6.142918,416.2,6.02,135,True,1.7,14732787905,Morning Ride
58,212.4,46.171041,6.142946,416.2,5.94,135,True,0.9,14732787905,Morning Ride
59,218.2,46.170992,6.142975,416.4,5.84,135,True,0.9,14732787905,Morning Ride
60,224.2,46.170942,6.143003,416.4,5.88,135,True,0.9,14732787905,Morning Ride
61,229.8,46.170897,6.143029,416.4,5.76,135,True,0.0,14732787905,Morning Ride
62,234.7,46.170854,6.143055,416.4,5.62,135,True,0.9,14732787905,Morning Ride
63,241.8,46.170801,6.143098,416.4,5.88,134,True,0.0,14732787905,Morning Ride
64,247.6,46.170755,6.143137,416.6,5.88,135,True,0.0,14732787905,Morning Ride
65,253.1,46.17071,6.143173,416.4,5.78,134,True,-0.9,14732787905,Morning Ride
66,258.7,46.170668,6.143205,416.4,5.78,135,True,-2.7,14732787905,Morning Ride
67,263.7,46.17063,6.143239,416.2,5.8,135,True,-3.3,14732787905,Morning Ride
68,269.9,46.17058,6.143276,416.0,5.62,135,True,-4.6,14732787905,Morning Ride
69,277.1,46.170519,6.143316,415.6,5.9,135,True,-4.8,14732787905,Morning Ride
70,285.0,46.170453,6.143355,415.2,6.38,135,True,-3.9,14732787905,Morning Ride
71,292.8,46.170388,6.143392,414.8,6.82,135,True,-3.2,14732787905,Morning Ride
72,300.4,46.170327,6.143427,414.8,7.34,135,True,-2.0,14732787905,Morning Ride
73,308.4,46.170258,6.14346,414.6,7.7,135,True,-1.4,14732787905,Morning Ride
74,315.6,46.170194,6.143491,414.6,7.7,135,True,-2.0,14732787905,Morning Ride
75,321.8,46.170144,6.143517,414.4,7.36,135,True,-1.4,14732787905,Morning Ride
76,330.4,46.170072,6.14356,414.2,7.52,135,True,-0.7,14732787905,Morning Ride
77,338.0,46.17001,6.143598,414.2,7.52,135,True,-0.6,14732787905,Morning Ride
78,345.6,46.169943,6.143633,414.4,7.44,135,True,0.0,14732787905,Morning Ride
79,353.6,46.169877,6.143673,414.2,7.6,136,True,0.0,14732787905,Morning Ride
80,361.4,46.169812,6.143712,414.2,7.92,136,True,0.0,14732787905,Morning Ride
81,369.4,46.169747,6.14375,414.2,7.8,136,True,0.6,14732787905,Morning Ride
82,377.5,46.169682,6.143797,414.4,7.9,136,True,0.0,14732787905,Morning Ride
83,385.1,46.169618,6.143838,414.4,7.9,136,True,-0.6,14732787905,Morning Ride
84,394.8,46.169535,6.143876,414.2,8.24,136,True,-1.7,14732787905,Morning Ride
85,403.2,46.169466,6.143911,414.0,8.36,136,True,-1.7,14732787905,Morning Ride
86,412.2,46.16939,6.143955,413.8,8.56,136,True,-1.1,14732787905,Morning Ride
87,421.2,46.169317,6.144003,413.8,8.74,136,True,-0.6,14732787905,Morning Ride
88,430.2,46.169241,6.144048,413.8,9.02,135,True,0.0,14732787905,Morning Ride
89,439.5,46.169165,6.144095,413.8,8.94,133,True,0.0,14732787905,Morning Ride
90,448.3,46.169092,6.144144,413.8,9.02,132,True,0.0,14732787905,Morning Ride
91,457.6,46.169019,6.144196,413.8,9.08,129,True,0.6,14732787905,Morning Ride
92,466.9,46.16894,6.144246,413.8,9.14,125,True,0.0,14732787905,Morning Ride
93,475.8,46.168867,6.144293,414.0,9.12,125,True,-0.6,14732787905,Morning Ride
94,484.0,46.168803,6.144339,413.8,8.9,124,True,-1.2,14732787905,Morning Ride
95,492.0,46.168738,6.144383,413.6,8.74,124,True,-3.3,14732787905,Morning Ride
96,499.6,46.168677,6.144426,413.4,8.4,124,True,-2.6,14732787905,Morning Ride
97,505.9,46.168623,6.144458,413.0,7.8,124,True,-2.6,14732787905,Morning Ride
98,515.2,46.168543,6.144503,413.0,7.88,124,True,-2.5,14732787905,Morning Ride
99,523.1,46.168478,6.144543,412.8,7.82,124,True,-1.8,14732787905,Morning Ride
100,531.1,46.168413,6.144583,412.6,7.82,124,True,-1.9,14732787905,Morning Ride
101,539.2,46.168348,6.14463,412.4,7.92,124,True,-0.6,14732787905,Morning Ride
