time,distance,latitude,longitude,altitude,velocity_smooth,heartrate,temp,moving,grade_smooth,activity_id,activity_name
82,514.2,46.163419,6.14938,425.6,6.26,88,17,True,1.6,14518882026,Morning Ride
83,521.8,46.163381,6.149464,425.8,6.48,88,17,True,1.6,14518882026,Morning Ride
84,528.3,46.163351,6.149533,425.8,6.48,88,17,True,1.6,14518882026,Morning Ride
85,534.8,46.163321,6.149605,426.0,6.38,88,17,True,1.6,14518882026,Morning Ride
86,540.0,46.163293,6.149663,426.0,6.2,88,17,True,1.5,14518882026,Morning Ride
87,547.5,46.163255,6.149742,426.2,6.66,88,17,True,1.6,14518882026,Morning Ride
88,554.2,46.163217,6.14981,426.2,6.48,88,17,True,1.5,14518882026,Morning Ride
89,560.3,46.163182,6.149868,426.4,6.4,88,17,True,1.6,14518882026,Morning Ride
90,566.8,46.16314,6.14993,426.4,6.4,88,17,True,1.6,14518882026,Morning Ride
91,573.1,46.163102,6.149986,426.6,6.62,88,17,True,1.5,14518882026,Morning Ride
92,579.7,46.163059,6.150046,426.6,6.44,88,17,True,1.5,14518882026,Morning Ride
93,586.3,46.163014,6.150107,426.8,6.42,88,17,True,0.8,14518882026,Morning Ride
94,592.8,46.162976,6.150168,426.8,6.5,88,17,True,1.5,14518882026,Morning Ride
95,599.2,46.162938,6.150229,426.8,6.48,88,17,True,0.8,14518882026,Morning Ride
96,605.6,46.162896,6.150289,427.0,6.5,88,17,True,1.5,14518882026,Morning Ride
97,612.3,46.162854,6.150349,427.0,6.52,88,17,True,2.3,14518882026,Morning Ride
98,618.8,46.162813,6.150411,427.2,6.5,88,17,True,2.4,14518882026,Morning Ride
99,625.2,46.162779,6.150475,427.4,6.48,88,17,True,2.3,14518882026,Morning Ride
100,630.9,46.162744,6.150531,427.6,6.34,88,17,True,2.4,14518882026,Morning Ride
101,638.0,46.16271,6.150609,427.6,6.48,88,17,True,2.4,14518882026,Morning Ride
102,644.3,46.162679,6.150678,427.8,6.4,88,17,True,2.4,14518882026,Morning Ride
103,650.6,46.162649,6.150746,428.0,6.36,88,17,True,3.4,14518882026,Morning Ride
104,656.2,46.162623,6.150808,428.2,6.2,88,17,True,3.5,14518882026,Morning Ride
105,661.6,46.1626,6.15087,428.4,6.14,88,17,True,3.7,14518882026,Morning Ride
106,666.9,46.162577,6.150931,428.6,5.78,88,17,True,3.7,14518882026,Morning Ride
107,672.5,46.16255,6.150993,428.8,5.64,88,17,True,3.6,14518882026,Morning Ride
108,678.0,46.162527,6.151055,429.0,5.48,88,17,True,3.7,14518882026,Morning Ride
109,683.6,46.162504,6.151118,429.2,5.48,88,17,True,3.8,14518882026,Morning Ride
110,688.6,46.162481,6.151174,429.4,5.4,88,17,True,4.0,14518882026,Morning Ride
111,693.3,46.162459,6.151227,429.6,5.28,88,17,True,4.1,14518882026,Morning Ride
112,698.0,46.16244,6.151279,429.8,5.1,88,17,True,5.2,14518882026,Morning Ride
113,703.0,46.162417,6.151336,430.0,5.0,88,17,True,5.2,14518882026,Morning Ride
114,707.9,46.162394,6.151391,430.4,4.86,88,17,True,6.4,14518882026,Morning Ride
115,712.5,46.162371,6.15144,430.6,4.78,88,17,True,6.6,14518882026,Morning Ride
116,716.8,46.162352,6.151487,431.0,4.7,88,17,True,5.6,14518882026,Morning Ride
117,721.3,46.162329,6.151538,431.2,4.66,88,17,True,5.4,14518882026,Morning Ride
118,725.8,46.16231,6.151587,431.4,4.56,88,17,True,5.4,14518882026,Morning Ride
119,730.9,46.162287,6.151645,431.6,4.6,88,17,True,5.3,14518882026,Morning Ride
120,735.2,46.162268,6.151694,432.0,4.54,88,17,True,6.4,14518882026,Morning Ride
121,740.2,46.162249,6.151752,432.2,4.68,88,17,True,6.3,14518882026,Morning Ride
122,744.5,46.162234,6.151803,432.6,4.64,88,17,True,6.5,14518882026,Morning Ride
123,749.8,46.162224,6.15187,432.8,4.8,88,17,True,6.2,14518882026,Morning Ride
124,753.7,46.162234,6.151918,433.2,4.56,88,17,True,3.9,14518882026,Morning Ride
125,759.5,46.162269,6.151977,433.4,4.86,88,17,True,3.0,14518882026,Morning Ride
126,765.1,46.162307,6.152021,433.4,4.98,88,17,True,0.9,14518882026,Morning Ride
127,770.0,46.162346,6.152053,433.4,5.1,88,17,True,0.0,14518882026,Morning Ride
128,776.9,46.162403,6.15209,433.4,5.42,88,17,True,0.0,14518882026,Morning Ride
129,783.1,46.162453,6.152119,433.4,5.88,88,17,True,-0.8,14518882026,Morning Ride
130,789.4,46.162507,6.152147,433.4,5.98,88,17,True,-1.5,14518882026,Morning Ride
131,795.9,46.162564,6.152174,433.2,6.16,88,17,True,-1.5,14518882026,Morning Ride
132,803.1,46.162625,6.1522,433.0,6.62,88,17,True,-2.1,14518882026,Morning Ride
133,810.4,46.162687,6.152227,433.0,6.7,88,17,True,-2.1,14518882026,Morning Ride
134,818.2,46.162755,6.152251,432.8,7.02,88,17,True,-2.0,14518882026,Morning Ride
135,825.0,46.162816,6.152274,432.6,7.12,88,17,True,-2.4,14518882026,Morning Ride
136,833.4,46.162887,6.152299,432.4,7.5,88,17,True,-2.4,14518882026,Morning Ride
137,843.6,46.162977,6.152336,432.2,8.1,88,17,True,-2.2,14518882026,Morning Ride
138,852.2,46.163049,6.152371,432.0,8.36,88,17,True,-2.9,14518882026,Morning Ride
139,860.6,46.163121,6.15241,431.8,8.48,88,17,True,-3.0,14518882026,Morning Ride
140,867.8,46.163183,6.152441,431.4,8.56,88,17,True,-3.5,14518882026,Morning Ride
141,877.0,46.163259,6.152487,431.2,8.72,88,17,True,-3.8,14518882026,Morning Ride
142,886.2,46.163333,6.152536,430.8,8.52,88,17,True,-4.3,14518882026,Morning Ride
143,897.2,46.163422,6.152598,430.4,9.0,88,17,True,-4.7,14518882026,Morning Ride
144,904.7,46.163485,6.152638,429.8,8.82,88,17,True,-4.7,14518882026,Morning Ride
145,915.3,46.163568,6.152701,429.4,9.5,88,17,True,-4.5,14518882026,Morning Ride
146,924.4,46.16364,6.152761,429.0,9.48,88,17,True,-3.8,14518882026,Morning Ride
147,933.1,46.163705,6.152822,428.8,9.38,88,17,True,-3.4,14518882026,Morning Ride
148,941.5,46.16377,6.152879,428.4,8.86,88,17,True,-3.4,14518882026,Morning Ride
149,950.4,46.163838,6.152937,428.2,9.14,88,17,True,-3.3,14518882026,Morning Ride
150,959.6,46.16391,6.152998,427.8,8.86,88,17,True,-2.7,14518882026,Morning Ride
151,969.3,46.163987,6.153059,427.6,8.98,88,17,True,-3.3,14518882026,Morning Ride
152,979.1,46.164063,6.153122,427.4,9.2,88,17,True,-3.1,14518882026,Morning Ride
153,987.0,46.164125,6.153171,427.0,9.1,88,17,True,-3.1,14518882026,Morning Ride
154,998.6,46.164216,6.153247,426.6,9.64,88,17,True,-3.6,14518882026,Morning Ride
155,1008.1,46.164292,6.153303,426.4,9.7,88,17,True,-3.0,14518882026,Morning Ride
156,1017.7,46.164369,6.15336,426.0,9.68,88,17,True,-2.2,14518882026,Morning Ride
157,1027.5,46.164448,6.153416,425.8,9.68,88,17,True,-2.2,14518882026,Morning Ride
158,1035.0,46.164505,6.153463,425.8,9.6,88,17,True,-1.6,14518882026,Morning Ride
159,1044.0,46.164575,6.15352,425.6,9.08,88,17,True,-1.2,14518882026,Morning Ride
160,1054.2,46.164657,6.15358,425.4,9.22,88,17,True,-1.6,14518882026,Morning Ride
161,1062.2,46.164724,6.153623,425.4,8.9,88,17,True,-1.0,14518882026,Morning Ride
162,1073.7,46.164818,6.153685,425.2,9.24,88,17,True,-1.1,14518882026,Morning Ride
163,1082.5,46.16489,6.153729,425.2,9.5,88,17,True,-1.6,14518882026,Morning Ride
164,1091.1,46.164963,6.153771,425.0,9.42,88,17,True,-2.3,14518882026,Morning Ride
165,1100.2,46.165039,6.153812,424.8,9.2,88,17,True,-2.7,14518882026,Morning Ride
166,1108.1,46.165107,6.153839,424.4,9.18,88,17,True,-2.5,14518882026,Morning Ride
167,1119.2,46.165206,6.153866,424.2,9.1,88,17,True,-2.5,14518882026,Morning Ride
168,1131.9,46.165319,6.153882,424.0,9.88,88,17,True,-1.9,14518882026,Morning Ride
169,1140.1,46.165395,6.153885,423.8,9.8,88,17,True,-1.9,14518882026,Morning Ride
170,1149.8,46.16548,6.153888,423.6,9.92,88,17,True,-2.1,14518882026,Morning Ride
171,1160.7,46.165578,6.153892,423.4,10.52,88,17,True,-2.0,14518882026,Morning Ride
172,1170.5,46.165666,6.153904,423.2,10.26,88,17,True,-2.0,14518882026,Morning Ride
173,1180.7,46.165757,6.153918,423.0,9.76,88,17,True,-1.5,14518882026,Morning Ride
174,1190.4,46.165846,6.153938,422.8,10.06,88,17,True,-1.4,14518882026,Morning Ride
175,1200.5,46.165932,6.153964,422.8,10.14,88,17,True,-1.3,14518882026,Morning Ride
176,1213.4,46.166047,6.153987,422.6,10.54,88,17,True,-0.9,14518882026,Morning Ride
177,1226.9,46.166168,6.154025,422.4,11.28,88,17,True,-0.9,14518882026,Morning Ride
178,1235.0,46.166237,6.154059,422.4,10.86,88,17,True,-0.5,14518882026,Morning Ride
179,1246.2,46.166329,6.154116,422.4,11.16,88,17,True,0.0,14518882026,Morning Ride
180,1255.6,46.166403,6.15417,422.4,11.02,88,17,True,0.0,14518882026,Morning Ride
181,1263.3,46.166464,6.154219,422.4,9.98,88,17,True,0.6,14518882026,Morning Ride
182,1272.1,46.166529,6.154282,422.4,9.04,88,17,True,1.2,14518882026,Morning Ride
183,1280.6,46.166594,6.154338,422.6,9.12,88,17,True,1.7,14518882026,Morning Ride
184,1289.8,46.166674,6.154383,422.8,8.72,88,17,True,2.3,14518882026,Morning Ride
185,1298.4,46.166743,6.154424,423.0,8.56,88,17,True,2.3,14518882026,Morning Ride
186,1306.7,46.166815,6.154457,423.2,8.68,88,17,True,2.5,14518882026,Morning Ride
187,1314.7,46.16688,6.154499,423.4,8.52,88,17,True,1.9,14518882026,Morning Ride
188,1322.2,46.166941,6.154541,423.6,8.32,88,17,True,2.0,14518882026,Morning Ride
189,1329.7,46.167002,6.154586,423.6,7.98,88,17,True,2.0,14518882026,Morning Ride
190,1337.3,46.167063,6.154628,423.8,7.78,88,17,True,2.0,14518882026,Morning Ride
191,1344.8,46.167123,6.154668,424.0,7.62,88,17,True,2.0,14518882026,Morning Ride
192,1352.2,46.167185,6.15471,424.2,7.5,88,17,True,1.4,14518882026,Morning Ride
193,1359.2,46.167242,6.154746,424.2,7.4,88,17,True,1.4,14518882026,Morning Ride
194,1366.3,46.167299,6.154788,424.2,7.32,88,17,True,0.7,14518882026,Morning Ride
195,1372.9,46.167353,6.154828,424.4,7.12,88,17,True,1.4,14518882026,Morning Ride
196,1380.3,46.16741,6.154875,424.4,7.1,88,17,True,2.3,14518882026,Morning Ride
197,1387.0,46.167463,6.154916,424.6,6.96,88,16,True,1.4,14518882026,Morning Ride
198,1392.7,46.167505,6.154953,424.8,6.7,88,16,True,1.4,14518882026,Morning Ride
199,1400.9,46.16757,6.155005,424.8,6.92,88,16,True,0.7,14518882026,Morning Ride
200,1407.9,46.167631,6.155041,424.8,7.0,88,16,True,0.0,14518882026,Morning Ride
201,1413.7,46.167677,6.155071,424.8,6.68,88,16,True,0.7,14518882026,Morning Ride
202,1421.9,46.167746,6.155113,424.8,6.98,88,16,True,0.8,14518882026,Morning Ride
203,1428.7,46.167802,6.155147,425.0,7.2,88,16,True,1.5,14518882026,Morning Ride
204,1434.2,46.167848,6.155176,425.0,6.66,88,16,True,1.5,14518882026,Morning Ride
205,1441.1,46.167903,6.15521,425.2,6.64,88,16,True,1.5,14518882026,Morning Ride
206,1448.2,46.167963,6.155244,425.2,6.9,88,16,True,1.3,14518882026,Morning Ride
207,1455.6,46.168025,6.15528,425.4,6.74,88,16,True,0.6,14518882026,Morning Ride
208,1464.7,46.168101,6.155321,425.4,7.2,88,16,True,0.7,14518882026,Morning Ride
209,1472.0,46.168165,6.155356,425.4,7.56,88,16,True,0.7,14518882026,Morning Ride
210,1477.9,46.168211,6.155384,425.4,7.36,88,16,True,0.7,14518882026,Morning Ride
211,1485.2,46.168273,6.155418,425.6,7.4,88,16,True,0.7,14518882026,Morning Ride
212,1493.8,46.168348,6.155456,425.6,7.64,88,16,True,1.4,14518882026,Morning Ride
213,1499.7,46.168394,6.155484,425.6,7.0,88,16,True,0.7,14518882026,Morning Ride
214,1506.9,46.168455,6.15552,425.8,6.98,88,16,True,0.7,14518882026,Morning Ride
215,1514.2,46.168516,6.155555,425.8,7.26,88,16,True,0.7,14518882026,Morning Ride
216,1521.7,46.168578,6.155589,425.8,7.3,88,16,True,0.0,14518882026,Morning Ride
217,1530.3,46.168653,6.155629,425.8,7.3,88,16,True,0.6,14518882026,Morning Ride
218,1537.6,46.168711,6.155666,425.8,7.58,88,16,True,0.6,14518882026,Morning Ride
219,1545.2,46.168776,6.155705,426.0,7.66,88,16,True,0.7,14518882026,Morning Ride
220,1552.6,46.168837,6.155741,426.0,7.68,88,16,True,1.3,14518882026,Morning Ride
221,1559.9,46.168898,6.155774,426.0,7.64,88,16,True,0.7,14518882026,Morning Ride
222,1567.3,46.168959,6.155811,426.2,7.4,88,16,True,0.7,14518882026,Morning Ride
223,1574.6,46.16902,6.155847,426.2,7.4,88,16,True,1.3,14518882026,Morning Ride
224,1580.8,46.169074,6.155875,426.2,7.12,88,16,True,0.7,14518882026,Morning Ride
225,1589.6,46.169145,6.155914,426.4,7.4,88,16,True,0.7,14518882026,Morning Ride
226,1595.4,46.169195,6.155943,426.4,7.1,88,16,True,0.7,14518882026,Morning Ride
227,1601.8,46.169247,6.155981,426.4,6.9,88,16,True,0.0,14518882026,Morning Ride
228,1609.9,46.16931,6.156036,426.4,7.06,88,16,True,0.0,14518882026,Morning Ride
229,1617.6,46.169364,6.156099,426.4,7.36,88,16,True,0.0,14518882026,Morning Ride
230,1625.2,46.169412,6.156166,426.4,7.12,88,16,True,0.0,14518882026,Morning Ride
231,1634.0,46.169461,6.156256,426.4,7.72,88,16,True,0.0,14518882026,Morning Ride
232,1640.1,46.169488,6.156323,426.4,7.66,88,16,True,0.0,14518882026,Morning Ride
233,1647.8,46.169527,6.156408,426.4,7.58,88,16,True,-0.7,14518882026,Morning Ride
234,1656.7,46.169568,6.156505,426.4,7.82,88,16,True,-0.6,14518882026,Morning Ride
235,1663.0,46.169603,6.156573,426.2,7.56,88,16,True,-1.3,14518882026,Morning Ride
236,1671.0,46.169645,6.156656,426.2,7.4,88,16,True,-1.9,14518882026,Morning Ride
237,1678.9,46.169687,6.156738,426.0,7.76,88,16,True,-1.7,14518882026,Morning Ride
238,1688.7,46.169739,6.15684,425.8,8.18,88,16,True,-2.3,14518882026,Morning Ride
239,1697.3,46.169782,6.156932,425.6,8.12,88,16,True,-2.4,14518882026,Morning Ride
240,1705.6,46.169824,6.157023,425.4,8.52,88,16,True,-2.4,14518882026,Morning Ride
241,1712.5,46.169856,6.157099,425.2,8.3,88,16,True,-1.9,14518882026,Morning Ride
242,1722.3,46.169899,6.157207,425.0,8.68,88,16,True,-1.9,14518882026,Morning Ride
243,1729.6,46.169936,6.157288,425.0,8.18,88,16,True,-1.8,14518882026,Morning Ride
244,1737.7,46.169975,6.157376,424.8,8.08,88,16,True,-1.8,14518882026,Morning Ride
245,1746.6,46.170017,6.157472,424.6,8.2,88,16,True,-2.3,14518882026,Morning Ride
246,1755.2,46.170063,6.157564,424.4,8.54,88,16,True,-2.3,14518882026,Morning Ride
247,1764.2,46.170107,6.157663,424.2,8.38,88,16,True,-2.3,14518882026,Morning Ride
248,1772.6,46.170147,6.157754,424.0,8.6,88,16,True,-2.3,14518882026,Morning Ride
249,1781.9,46.170192,6.157855,423.8,8.84,88,16,True,-2.2,14518882026,Morning Ride
250,1790.7,46.170234,6.157951,423.6,8.82,88,16,True,-1.7,14518882026,Morning Ride
251,1800.8,46.170286,6.158059,423.4,9.12,88,16,True,-1.7,14518882026,Morning Ride
252,1807.4,46.170315,6.158132,423.4,8.64,88,16,True,-1.7,14518882026,Morning Ride
253,1816.7,46.170363,6.158233,423.2,8.82,88,16,True,-1.2,14518882026,Morning Ride
254,1825.4,46.170405,6.158328,423.0,8.7,88,16,True,-1.7,14518882026,Morning Ride
255,1834.3,46.170451,6.158423,423.0,8.72,88,16,True,-1.1,14518882026,Morning Ride
256,1843.3,46.170494,6.15852,422.8,8.5,88,16,True,-1.1,14518882026,Morning Ride
257,1853.8,46.170547,6.158633,422.8,9.28,88,16,True,-1.7,14518882026,Morning Ride
258,1862.7,46.170592,6.15873,422.6,9.2,88,16,True,-1.6,14518882026,Morning Ride
259,1870.2,46.170627,6.158811,422.4,8.96,88,16,True,-2.3,14518882026,Morning Ride
260,1880.8,46.17068,6.158927,422.2,9.3,88,16,True,-2.3,14518882026,Morning Ride
261,1888.1,46.170715,6.159005,422.0,8.96,88,16,True,-2.2,14518882026,Morning Ride
262,1896.8,46.17076,6.159096,421.8,8.6,88,16,True,-2.2,14518882026,Morning Ride
263,1905.8,46.170811,6.159189,421.6,8.62,88,16,True,-2.2,14518882026,Morning Ride
264,1916.4,46.170866,6.159301,421.4,9.24,88,16,True,-2.1,14518882026,Morning Ride
265,1924.1,46.170902,6.159385,421.2,8.66,88,16,True,-2.2,14518882026,Morning Ride
266,1935.1,46.170958,6.159504,421.0,9.4,88,16,True,-2.2,14518882026,Morning Ride
267,1942.7,46.170994,6.159586,420.8,9.18,88,16,True,-2.2,14518882026,Morning Ride
268,1953.4,46.171046,6.159702,420.6,9.52,88,16,True,-2.3,14518882026,Morning Ride
269,1960.9,46.171084,6.159785,420.4,8.9,88,16,True,-1.6,14518882026,Morning Ride
270,1970.1,46.171126,6.159888,420.2,9.2,88,16,True,-1.7,14518882026,Morning Ride
271,1979.2,46.171168,6.159988,420.2,8.82,88,16,True,-1.7,14518882026,Morning Ride
272,1988.1,46.171206,6.160088,420.0,9.08,88,16,True,-1.1,14518882026,Morning Ride
273,1997.1,46.171248,6.16019,419.8,8.74,88,16,True,-1.7,14518882026,Morning Ride
274,2006.2,46.171286,6.160293,419.8,9.06,88,16,True,-1.7,14518882026,Morning Ride
275,2015.3,46.171324,6.160399,419.6,9.04,88,16,True,-1.1,14518882026,Morning Ride
276,2024.3,46.171358,6.160504,419.4,9.02,88,16,True,-1.1,14518882026,Morning Ride
277,2033.4,46.171388,6.160612,419.4,9.06,88,16,True,-0.6,14518882026,Morning Ride
278,2042.3,46.171415,6.16072,419.4,9.04,88,16,True,-0.5,14518882026,Morning Ride
279,2051.2,46.171442,6.160829,419.4,9.0,88,16,True,-0.5,14518882026,Morning Ride
280,2061.6,46.171476,6.160957,419.2,9.26,88,16,True,-0.6,14518882026,Morning Ride
281,2070.3,46.171502,6.161062,419.2,9.2,88,16,True,-0.5,14518882026,Morning Ride
282,2077.4,46.171522,6.16115,419.2,8.8,88,16,True,0.0,14518882026,Morning Ride
283,2087.6,46.171552,6.161274,419.2,9.06,88,15,True,0.0,14518882026,Morning Ride
284,2095.8,46.171575,6.161375,419.2,8.92,88,15,True,0.0,14518882026,Morning Ride
285,2104.1,46.171598,6.161477,419.2,8.5,88,15,True,0.0,14518882026,Morning Ride
286,2110.9,46.171618,6.161561,419.2,8.12,88,15,True,0.0,14518882026,Morning Ride
287,2120.8,46.171648,6.161682,419.2,8.68,88,15,True,0.0,14518882026,Morning Ride
288,2128.9,46.171671,6.161781,419.2,8.26,88,15,True,0.0,14518882026,Morning Ride
289,2135.5,46.171693,6.16186,419.2,7.94,88,15,True,0.0,14518882026,Morning Ride
290,2143.4,46.171716,6.161958,419.2,7.86,88,15,True,0.0,14518882026,Morning Ride
291,2151.4,46.171735,6.162056,419.2,8.1,88,15,True,0.0,14518882026,Morning Ride
292,2159.3,46.171759,6.162153,419.2,7.7,88,15,True,0.0,14518882026,Morning Ride
293,2168.6,46.171785,6.162266,419.2,7.94,88,15,True,0.0,14518882026,Morning Ride
294,2175.0,46.171804,6.162347,419.2,7.9,88,15,True,0.0,14518882026,Morning Ride
295,2183.2,46.171831,6.162446,419.2,7.96,88,15,True,0.0,14518882026,Morning Ride
