time,distance,latitude,longitude,altitude,velocity_smooth,heartrate,moving,grade_smooth,activity_id,activity_name
0,0.0,46.18219,6.141003,386.2,0.0,107,False,0.0,14632471501,Afternoon Ride
1,4.3,46.182162,6.140998,386.2,0.0,108,True,0.0,14632471501,Afternoon Ride
2,8.6,46.182134,6.140994,386.2,0.0,109,True,-1.2,14632471501,Afternoon Ride
3,12.9,46.182105,6.140989,386.2,4.3,110,True,-1.9,14632471501,Afternoon Ride
4,17.2,46.182077,6.140984,386.0,4.3,110,True,-0.8,14632471501,Afternoon Ride
5,25.1,46.181964,6.140966,385.8,5.02,111,True,0.0,14632471501,Afternoon Ride
6,33.3,46.181891,6.140958,386.0,5.8,112,True,1.4,14632471501,Afternoon Ride
7,40.2,46.18183,6.140951,386.2,6.32,113,True,2.2,14632471501,Afternoon Ride
8,46.3,46.181776,6.140938,386.4,6.68,113,True,2.7,14632471501,Afternoon Ride
9,51.8,46.181726,6.140927,386.4,6.92,113,True,2.7,14632471501,Afternoon Ride
10,55.9,46.181689,6.140918,386.6,6.16,114,True,2.9,14632471501,Afternoon Ride
11,62.2,46.181636,6.14089,386.8,5.78,114,True,5.9,14632471501,Afternoon Ride
12,67.3,46.181597,6.140857,387.0,5.42,116,True,7.2,14632471501,Afternoon Ride
13,72.2,46.181557,6.140835,387.6,5.18,116,True,9.6,14632471501,Afternoon Ride
14,78.1,46.181505,6.140814,388.2,5.26,117,True,10.7,14632471501,Afternoon Ride
15,83.0,46.181462,6.140814,388.8,5.42,118,True,6.9,14632471501,Afternoon Ride
16,87.9,46.181417,6.140812,389.2,5.14,119,True,4.7,14632471501,Afternoon Ride
17,95.3,46.181352,6.140797,389.2,5.6,120,True,3.2,14632471501,Afternoon Ride
18,103.6,46.181277,6.140784,389.4,6.28,121,True,2.4,14632471501,Afternoon Ride
19,108.2,46.181238,6.140793,389.6,6.02,121,True,3.4,14632471501,Afternoon Ride
20,113.4,46.181198,6.140763,389.8,6.08,122,True,4.0,14632471501,Afternoon Ride
21,118.8,46.181153,6.140734,390.0,6.18,122,True,5.3,14632471501,Afternoon Ride
22,123.8,46.181114,6.140704,390.2,5.7,122,True,5.9,14632471501,Afternoon Ride
23,130.8,46.181054,6.140672,390.8,5.44,122,True,7.5,14632471501,Afternoon Ride
24,137.2,46.181004,6.140633,391.2,5.8,122,True,7.7,14632471501,Afternoon Ride
25,142.9,46.180965,6.140587,391.8,5.9,122,True,7.6,14632471501,Afternoon Ride
26,149.7,46.180917,6.140534,392.2,6.18,122,True,8.8,14632471501,Afternoon Ride
27,154.4,46.180883,6.140493,392.6,6.12,122,True,7.6,14632471501,Afternoon Ride
28,159.8,46.180847,6.140447,393.2,5.8,122,True,6.9,14632471501,Afternoon Ride
29,166.7,46.180799,6.140388,393.6,5.9,122,True,5.9,14632471501,Afternoon Ride
30,173.0,46.180756,6.140337,393.8,6.02,122,True,4.1,14632471501,Afternoon Ride
31,178.3,46.18072,6.140293,394.0,5.72,122,True,2.5,14632471501,Afternoon Ride
32,184.4,46.180676,6.140244,394.2,6.0,123,True,2.5,14632471501,Afternoon Ride
33,190.8,46.18063,6.140193,394.2,6.2,123,True,2.3,14632471501,Afternoon Ride
34,197.4,46.180585,6.14014,394.4,6.14,123,True,1.5,14632471501,Afternoon Ride
35,204.4,46.18054,6.140077,394.6,6.28,124,True,2.4,14632471501,Afternoon Ride
36,210.7,46.1805,6.140018,394.6,6.48,125,True,1.6,14632471501,Afternoon Ride
37,215.6,46.180471,6.139972,394.8,6.24,125,True,0.0,14632471501,Afternoon Ride
38,222.0,46.180438,6.139903,394.8,6.24,126,True,-0.9,14632471501,Afternoon Ride
39,228.1,46.18041,6.139837,394.6,6.14,127,True,-2.4,14632471501,Afternoon Ride
40,233.5,46.180381,6.13978,394.4,5.82,127,True,-3.1,14632471501,Afternoon Ride
41,240.2,46.180346,6.139708,394.2,5.9,127,True,-3.9,14632471501,Afternoon Ride
42,247.8,46.18031,6.139624,394.0,6.44,128,True,-5.2,14632471501,Afternoon Ride
43,254.0,46.18028,6.139556,393.6,6.4,128,True,-7.4,14632471501,Afternoon Ride
44,260.5,46.18025,6.139485,393.0,6.48,128,True,-10.1,14632471501,Afternoon Ride
45,267.1,46.180217,6.139414,392.2,6.72,127,True,-11.2,14632471501,Afternoon Ride
46,273.5,46.180185,6.139345,391.4,6.66,127,True,-11.6,14632471501,Afternoon Ride
47,280.9,46.180145,6.139267,390.6,6.62,126,True,-10.6,14632471501,Afternoon Ride
48,286.3,46.180116,6.139212,390.0,6.46,126,True,-9.2,14632471501,Afternoon Ride
49,291.7,46.18009,6.139153,389.6,6.24,125,True,-8.8,14632471501,Afternoon Ride
50,297.4,46.180064,6.13909,389.2,6.06,124,True,-8.7,14632471501,Afternoon Ride
51,301.4,46.180043,6.139047,388.8,5.58,124,True,-10.9,14632471501,Afternoon Ride
52,304.6,46.180024,6.139016,388.4,4.74,123,True,-21.4,14632471501,Afternoon Ride
53,306.4,46.180014,6.139,388.0,4.02,122,True,-22.9,14632471501,Afternoon Ride
84,306.8,46.179999,6.138985,386.8,0.069,109,False,-19.0,14632471501,Afternoon Ride
85,308.6,46.179984,6.13897,386.8,0.069,109,True,-15.3,14632471501,Afternoon Ride
86,311.0,46.179963,6.138958,386.6,0.139,110,True,-3.7,14632471501,Afternoon Ride
87,314.0,46.179937,6.138947,386.4,0.224,111,True,-4.5,14632471501,Afternoon Ride
88,317.7,46.179907,6.138935,386.4,0.323,111,True,-1.3,14632471501,Afternoon Ride
89,321.8,46.17987,6.138927,386.2,0.323,113,True,0.0,14632471501,Afternoon Ride
90,326.3,46.179829,6.138926,386.4,3.54,113,True,0.0,14632471501,Afternoon Ride
91,331.1,46.179787,6.138943,386.4,4.02,114,True,2.1,14632471501,Afternoon Ride
92,336.2,46.179745,6.138965,386.4,4.44,115,True,2.0,14632471501,Afternoon Ride
93,341.3,46.179703,6.138986,386.6,4.72,115,True,1.9,14632471501,Afternoon Ride
94,346.4,46.179658,6.139001,386.8,4.92,115,True,2.8,14632471501,Afternoon Ride
95,351.8,46.179609,6.139016,386.8,5.1,117,True,2.8,14632471501,Afternoon Ride
96,357.4,46.17956,6.139028,387.0,5.26,120,True,2.7,14632471501,Afternoon Ride
97,363.0,46.17951,6.139034,387.2,5.36,120,True,4.5,14632471501,Afternoon Ride
98,368.5,46.179461,6.139035,387.4,5.44,123,True,5.4,14632471501,Afternoon Ride
99,374.0,46.179411,6.139035,387.8,5.52,126,True,7.3,14632471501,Afternoon Ride
100,379.5,46.179361,6.139031,388.2,5.54,129,True,10.2,14632471501,Afternoon Ride
101,384.9,46.179312,6.139027,388.8,5.5,130,True,12.4,14632471501,Afternoon Ride
102,390.0,46.179265,6.139023,389.6,5.4,132,True,14.8,14632471501,Afternoon Ride
103,394.9,46.179223,6.139014,390.4,5.28,135,True,16.1,14632471501,Afternoon Ride
104,399.8,46.179181,6.139005,391.2,5.16,137,True,16.1,14632471501,Afternoon Ride
105,404.8,46.179136,6.138992,392.0,5.06,137,True,16.2,14632471501,Afternoon Ride
