time,distance,latitude,longitude,altitude,velocity_smooth,heartrate,moving,grade_smooth,activity_id,activity_name
0,0.0,46.181908,6.141133,383.4,0.0,121,False,-4.4,14681556009,Cycling
1,2.3,46.181889,6.141126,383.4,0.0,123,True,-6.6,14681556009,Cycling
2,4.5,46.181869,6.14112,383.2,2.25,123,True,-7.2,14681556009,Cycling
3,9.1,46.181829,6.141108,382.8,3.033,123,True,-6.9,14681556009,Cycling
4,13.9,46.181786,6.141099,382.4,3.475,123,True,-6.3,14681556009,Cycling
5,19.7,46.181737,6.141082,382.2,3.94,123,True,-5.1,14681556009,Cycling
6,26.6,46.181677,6.141057,381.8,4.87,123,True,-4.8,14681556009,Cycling
7,32.7,46.181622,6.141038,381.6,5.64,124,True,-5.7,14681556009,Cycling
8,38.7,46.181571,6.141018,381.2,5.92,124,True,-6.0,14681556009,Cycling
9,44.4,46.181518,6.141001,380.8,6.1,124,True,-6.9,14681556009,Cycling
10,50.1,46.181469,6.140985,380.4,6.08,124,True,-5.6,14681556009,Cycling
11,55.9,46.18142,6.140972,380.0,5.86,125,True,-6.3,14681556009,Cycling
12,60.2,46.181375,6.140962,380.0,5.5,125,True,-5.9,14681556009,Cycling
13,60.2,46.181347,6.140956,379.8,4.3,126,False,-4.7,14681556009,Cycling
14,60.2,46.181319,6.14095,379.8,3.16,126,False,-4.7,14681556009,Cycling
15,60.2,46.18129,6.140944,379.8,2.02,126,False,-4.4,14681556009,Cycling
16,60.2,46.181262,6.140938,379.8,0.86,127,False,-13.4,14681556009,Cycling
17,60.2,46.181234,6.140931,379.8,0.0,128,False,-21.4,14681556009,Cycling
18,60.2,46.181206,6.140925,379.8,0.0,129,False,-25.6,14681556009,Cycling
19,60.2,46.181178,6.140919,379.8,0.0,130,False,-31.1,14681556009,Cycling
20,60.4,46.181151,6.140912,379.8,0.04,130,False,-31.1,14681556009,Cycling
21,62.9,46.181131,6.140892,379.4,0.54,131,True,-31.1,14681556009,Cycling
22,63.4,46.181073,6.140819,379.0,0.634,132,True,-31.1,14681556009,Cycling
23,63.8,46.18104,6.14078,378.6,0.729,132,True,-31.1,14681556009,Cycling
24,64.3,46.181007,6.140741,378.2,0.823,133,True,-31.1,14681556009,Cycling
25,64.8,46.180973,6.140702,378.0,0.877,134,True,-31.1,14681556009,Cycling
26,65.3,46.18094,6.140663,377.6,0.471,134,True,-31.1,14681556009,Cycling
27,65.7,46.180907,6.140624,377.2,0.471,134,True,-31.1,14681556009,Cycling
28,66.2,46.180874,6.140584,376.8,0.471,135,True,-31.1,14681556009,Cycling
29,66.7,46.180841,6.140545,376.4,0.471,135,True,-31.1,14681556009,Cycling
30,67.1,46.180808,6.140506,376.0,0.471,135,True,-31.1,14681556009,Cycling
31,67.6,46.180775,6.140467,375.6,0.471,135,True,-31.1,14681556009,Cycling
32,68.1,46.180741,6.140428,375.2,0.471,134,True,-31.1,14681556009,Cycling
42,68.6,46.180708,6.140389,364.0,0.086,128,False,-31.1,14681556009,Cycling
43,69.0,46.180675,6.14035,364.2,0.086,128,True,-31.1,14681556009,Cycling
44,69.5,46.180642,6.140311,364.8,0.118,128,True,13.9,14681556009,Cycling
45,75.5,46.180598,6.140264,365.2,0.57,128,True,11.7,14681556009,Cycling
46,81.5,46.180559,6.140212,365.8,0.958,128,True,8.1,14681556009,Cycling
47,87.9,46.180517,6.140158,366.4,0.958,128,True,7.2,14681556009,Cycling
48,94.3,46.180476,6.1401,366.8,0.958,128,True,6.3,14681556009,Cycling
49,100.6,46.180438,6.140039,367.0,6.22,128,True,4.7,14681556009,Cycling
50,106.9,46.180401,6.139974,367.4,6.28,128,True,4.7,14681556009,Cycling
51,113.3,46.18037,6.139907,367.6,6.36,128,True,4.6,14681556009,Cycling
52,119.9,46.180335,6.139836,368.0,6.4,129,True,4.5,14681556009,Cycling
53,126.7,46.180302,6.139762,368.2,6.48,129,True,5.2,14681556009,Cycling
54,133.5,46.180272,6.139687,368.6,6.58,129,True,4.5,14681556009,Cycling
55,140.3,46.180242,6.139611,369.0,6.68,130,True,4.7,14681556009,Cycling
56,146.6,46.180215,6.139538,369.2,6.66,130,True,3.9,14681556009,Cycling
57,152.3,46.180189,6.139474,369.4,6.48,130,True,3.1,14681556009,Cycling
58,159.2,46.180156,6.139398,369.6,6.5,131,True,3.8,14681556009,Cycling
59,166.1,46.180122,6.139324,369.8,6.52,133,True,5.1,14681556009,Cycling
60,172.7,46.180087,6.139254,370.2,6.48,134,True,5.8,14681556009,Cycling
61,179.7,46.180052,6.139179,370.8,6.62,134,True,7.3,14681556009,Cycling
62,186.7,46.180014,6.139105,371.2,6.88,135,True,7.4,14681556009,Cycling
63,193.4,46.179975,6.13904,371.8,6.84,136,True,6.9,14681556009,Cycling
64,199.9,46.179931,6.138987,372.2,6.76,136,True,7.2,14681556009,Cycling
65,205.8,46.179882,6.138955,372.6,6.62,136,True,5.7,14681556009,Cycling
66,211.7,46.179831,6.138938,373.0,6.4,136,True,5.0,14681556009,Cycling
67,217.9,46.179774,6.138936,373.2,6.24,136,True,4.1,14681556009,Cycling
68,224.1,46.179721,6.138948,373.4,6.14,137,True,3.4,14681556009,Cycling
69,230.0,46.17967,6.138966,373.6,6.02,137,True,2.4,14681556009,Cycling
70,235.4,46.179623,6.138985,373.8,5.92,137,True,2.5,14681556009,Cycling
71,242.5,46.179561,6.13901,373.8,6.16,137,True,2.5,14681556009,Cycling
72,248.5,46.179507,6.139025,374.0,6.12,137,True,2.8,14681556009,Cycling
73,253.7,46.179461,6.139034,374.2,5.92,137,True,5.4,14681556009,Cycling
74,256.5,46.179436,6.139036,374.4,5.3,137,True,6.2,14681556009,Cycling
75,264.9,46.17936,6.139041,375.0,5.9,137,True,6.2,14681556009,Cycling
76,271.2,46.179303,6.139045,375.4,5.74,138,True,6.5,14681556009,Cycling
77,276.3,46.179257,6.139046,375.6,5.56,138,True,6.7,14681556009,Cycling
78,281.3,46.179212,6.13904,376.0,5.52,139,True,6.3,14681556009,Cycling
79,285.9,46.179171,6.139031,376.4,5.88,139,True,8.0,14681556009,Cycling
80,290.2,46.179135,6.139025,376.6,5.06,140,True,8.2,14681556009,Cycling
81,293.9,46.179103,6.139016,377.0,4.54,140,True,8.0,14681556009,Cycling
82,298.3,46.179063,6.139002,377.4,4.4,140,True,10.3,14681556009,Cycling
83,303.4,46.179019,6.13898,377.8,4.42,141,True,10.3,14681556009,Cycling
84,307.7,46.178987,6.138955,378.4,4.36,141,True,11.2,14681556009,Cycling
85,311.4,46.178957,6.138934,378.8,4.24,141,True,12.0,14681556009,Cycling
86,316.1,46.178916,6.138909,379.4,4.44,141,True,11.1,14681556009,Cycling
87,320.0,46.178883,6.13889,379.8,4.34,141,True,10.8,14681556009,Cycling
88,323.9,46.178852,6.13887,380.2,4.1,142,True,10.0,14681556009,Cycling
89,328.1,46.178817,6.138849,380.6,4.08,142,True,9.9,14681556009,Cycling
90,332.1,46.178783,6.138828,381.0,4.14,142,True,9.8,14681556009,Cycling
91,336.2,46.17875,6.138807,381.4,4.02,143,True,10.1,14681556009,Cycling
92,340.2,46.178718,6.138786,381.8,4.04,143,True,10.1,14681556009,Cycling
93,344.0,46.178685,6.138768,382.2,4.02,144,True,9.2,14681556009,Cycling
94,347.9,46.178653,6.138752,382.6,3.96,144,True,9.3,14681556009,Cycling
95,351.5,46.17862,6.13874,382.8,3.88,145,True,8.1,14681556009,Cycling
96,355.3,46.178589,6.138728,383.2,3.82,145,True,6.8,14681556009,Cycling
97,358.8,46.178558,6.138718,383.4,3.72,145,True,6.7,14681556009,Cycling
98,362.6,46.178524,6.138706,383.6,3.72,145,True,5.3,14681556009,Cycling
99,366.5,46.178489,6.138696,383.8,3.72,145,True,5.2,14681556009,Cycling
100,370.4,46.178455,6.138686,384.0,3.78,145,True,4.0,14681556009,Cycling
101,374.2,46.178422,6.138675,384.2,3.78,145,True,2.7,14681556009,Cycling
102,377.7,46.178391,6.138667,384.2,3.78,145,True,0.0,14681556009,Cycling
103,381.3,46.178361,6.138657,384.2,3.74,145,True,-2.8,14681556009,Cycling
104,384.8,46.17833,6.138647,384.0,3.66,145,True,-4.3,14681556009,Cycling
105,388.3,46.1783,6.13864,383.8,3.58,146,True,-7.4,14681556009,Cycling
106,391.7,46.178269,6.13863,383.6,3.5,146,True,-7.5,14681556009,Cycling
107,394.9,46.178239,6.138624,383.2,3.44,146,True,-7.0,14681556009,Cycling
108,398.1,46.17821,6.138617,383.0,3.36,147,True,-5.5,14681556009,Cycling
109,402.6,46.178173,6.138605,382.8,3.56,147,True,-4.1,14681556009,Cycling
110,406.3,46.17814,6.1386,382.8,3.6,148,True,-1.2,14681556009,Cycling
111,409.6,46.17811,6.138597,382.6,3.58,148,True,1.3,14681556009,Cycling
112,414.1,46.178069,6.13859,382.8,3.84,148,True,2.5,14681556009,Cycling
113,418.5,46.178031,6.138584,383.0,4.08,149,True,5.8,14681556009,Cycling
114,422.6,46.177993,6.138578,383.2,4.0,149,True,7.2,14681556009,Cycling
115,426.9,46.177955,6.138574,383.6,4.12,150,True,7.3,14681556009,Cycling
116,430.8,46.177921,6.138567,384.0,4.24,150,True,7.1,14681556009,Cycling
117,434.9,46.177884,6.138554,384.2,4.16,151,True,5.7,14681556009,Cycling
118,439.5,46.177845,6.138536,384.4,4.2,151,True,4.3,14681556009,Cycling
119,444.3,46.177803,6.13852,384.6,4.34,151,True,4.3,14681556009,Cycling
120,449.2,46.177758,6.138507,384.8,4.46,151,True,3.1,14681556009,Cycling
